Player,Nationality,Position,Age,Matches_Played,Minutes_Played,Minutes_Per_Match,Minutes_Percentage,Ninety_Minutes_Played,Games_Started,Minutes_Per_Start,Complete_Matches,Substitute_Appearances,Minutes_Per_Sub,Unused_Sub_Appearances,Points_Per_Match,Goals_Scored_On_Pitch,Goals_Allowed_On_Pitch,Plus_Minus,Plus_Minus_Per_90,On_Off_Per_90,Matches,Season,Team,MP
Vinicius Júnior,br BRA,"FW,MF",24,,"2,253",75.0,65.9,25.0,24,86.0,12,6,31.0,0,2.1,44.0,24.0,20.0,0.8,-0.74,Matches,2024-2025,Real Madrid,30
Fran Garcia,es ESP,DF,24,,"2,171",70.0,63.5,24.1,24,87.0,19,7,13.0,7,2.1,54.0,23.0,31.0,1.29,0.64,Matches,2024-2025,Real Madrid,31
Rodrygo,br BRA,"MF,FW",23,,"1,928",64.0,56.4,21.4,22,76.0,5,8,33.0,1,2.2,42.0,17.0,25.0,1.17,0.26,Matches,2024-2025,Real Madrid,30
Raúl Asencio,es ESP,DF,21,,"1,670",73.0,48.8,18.6,18,84.0,13,5,32.0,3,2.43,37.0,16.0,21.0,1.13,0.15,Matches,2024-2025,Real Madrid,23
Luka Modrić,hr CRO,MF,38,,"1,827",52.0,53.4,20.3,17,84.0,8,18,22.0,2,2.14,42.0,21.0,21.0,1.03,-0.04,Matches,2024-2025,Real Madrid,35
Brahim Díaz,ma MAR,"MF,FW",24,,"1,385",45.0,40.5,15.4,16,68.0,5,15,20.0,0,2.1,43.0,15.0,28.0,1.82,1.29,Matches,2024-2025,Real Madrid,31
Dani Ceballos,es ESP,MF,27,,"1,215",53.0,35.5,13.5,15,74.0,4,8,13.0,6,2.43,30.0,11.0,19.0,1.41,0.55,Matches,2024-2025,Real Madrid,23
Arda Güler,tr TUR,"MF,FW",19,,"1,250",45.0,36.5,13.9,14,73.0,2,14,16.0,10,2.36,28.0,17.0,11.0,0.79,-0.41,Matches,2024-2025,Real Madrid,28
Ferland Mendy,fr FRA,DF,29,,"1,005",72.0,29.4,11.2,12,80.0,5,2,21.0,11,1.93,16.0,13.0,3.0,0.27,-1.11,Matches,2024-2025,Real Madrid,14
Eduardo Camavinga,fr FRA,"MF,DF",21,,"1,102",58.0,32.2,12.2,11,84.0,8,8,22.0,1,2.21,24.0,11.0,13.0,1.06,0.01,Matches,2024-2025,Real Madrid,19
Éder Militão,br BRA,DF,26,,938,78.0,27.4,10.4,11,83.0,9,1,20.0,0,2.25,20.0,9.0,11.0,1.06,0.0,Matches,2024-2025,Real Madrid,12
Andriy Lunin,ua UKR,GK,25,,630,90.0,18.4,7.0,7,90.0,7,0,,29,2.57,15.0,7.0,8.0,1.14,0.11,Matches,2024-2025,Real Madrid,7
Dani Carvajal,es ESP,DF,32,,609,76.0,17.8,6.8,7,85.0,5,1,15.0,0,2.25,12.0,3.0,9.0,1.33,0.34,Matches,2024-2025,Real Madrid,8
David Alaba,at AUT,DF,32,,317,45.0,9.3,3.5,4,66.0,1,3,17.0,5,2.14,6.0,4.0,2.0,0.57,-0.53,Matches,2024-2025,Real Madrid,7
Endrick,br BRA,FW,18,,363,17.0,10.6,4.0,3,64.0,0,19,9.0,15,2.18,6.0,5.0,1.0,0.25,-0.9,Matches,2024-2025,Real Madrid,22
Jacobo Ramón,es ESP,DF,19,,204,68.0,6.0,2.3,2,90.0,2,1,24.0,13,3.0,4.0,3.0,1.0,0.44,-0.65,Matches,2024-2025,Real Madrid,3
Jesús Vallejo,es ESP,DF,27,,138,35.0,4.0,1.5,1,65.0,0,3,24.0,27,3.0,3.0,2.0,1.0,0.65,-0.42,Matches,2024-2025,Real Madrid,4
Fran,es ESP,GK,19,,90,90.0,2.6,1.0,1,90.0,1,0,,24,0.0,1.0,2.0,-1.0,-1.0,-2.11,Matches,2024-2025,Real Madrid,1
Gonzalo García,es ESP,MF,20,,56,19.0,1.6,0.6,0,,0,3,19.0,3,3.0,4.0,0.0,4.0,6.43,5.47,Matches,2024-2025,Real Madrid,3
Víctor Muñoz,es ESP,FW,21,,36,18.0,1.1,0.4,0,,0,2,18.0,2,1.5,2.0,0.0,2.0,5.0,3.99,Matches,2024-2025,Real Madrid,2
Chema,es ESP,MF,19,,12,6.0,0.4,0.1,0,,0,2,6.0,5,3.0,0.0,0.0,0.0,0.0,-1.06,Matches,2024-2025,Real Madrid,2
Lorenzo Aguado,es ESP,DF,21,,5,3.0,0.1,0.1,0,,0,2,3.0,6,3.0,0.0,0.0,0.0,0.0,-1.05,Matches,2024-2025,Real Madrid,2
Daniel Yáñez,es ESP,MF,17,,2,2.0,0.1,0.0,0,,0,1,2.0,0,3.0,0.0,0.0,0.0,0.0,-1.05,Matches,2024-2025,Real Madrid,1
Diego Aguado,es ESP,DF,17,,,,,,0,,0,0,,4,,,,,,,Matches,2024-2025,Real Madrid,0
David Jiménez,es ESP,DF,20,,,,,,0,,0,0,,2,,,,,,,Matches,2024-2025,Real Madrid,0
Youssef Lekhedim,es ESP,DF,18,,,,,,0,,0,0,,6,,,,,,,Matches,2024-2025,Real Madrid,0
Sergio Mestre,es ESP,GK,19,,,,,,0,,0,0,,21,,,,,,,Matches,2024-2025,Real Madrid,0
Mario Rivas,es ESP,DF,17,,,,,,0,,0,0,,2,,,,,,,Matches,2024-2025,Real Madrid,0
Victor Valdepeñas,es ESP,DF,17,,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,Real Madrid,0
Dodi Lukebakio,be BEL,"MF,FW",26,,"3,092",81.0,90.4,34.4,36,84.0,23,2,35.0,0,1.08,40.0,47.0,-7.0,-0.2,1.44,Matches,2024-2025,Sevilla FC,38
Carmona,es ESP,DF,22,,"2,942",84.0,86.0,32.7,35,84.0,22,0,,0,1.09,33.0,47.0,-14.0,-0.43,-0.62,Matches,2024-2025,Sevilla FC,35
Loïc Bade,fr FRA,DF,24,,"2,686",84.0,78.5,29.8,31,86.0,29,1,21.0,1,1.06,31.0,40.0,-9.0,-0.3,0.19,Matches,2024-2025,Sevilla FC,32
Ørjan Nyland,no NOR,GK,33,,"2,673",89.0,78.2,29.7,30,89.0,29,0,,4,1.13,32.0,39.0,-7.0,-0.24,0.49,Matches,2024-2025,Sevilla FC,30
Nemanja Gudelj,rs SRB,"MF,DF",32,,"2,493",80.0,72.9,27.7,27,87.0,21,4,33.0,4,1.16,35.0,42.0,-7.0,-0.25,0.33,Matches,2024-2025,Sevilla FC,31
Adrià Pedrosa,es ESP,DF,26,,"2,298",74.0,67.2,25.5,27,82.0,16,4,19.0,3,1.0,27.0,33.0,-6.0,-0.23,0.33,Matches,2024-2025,Sevilla FC,31
Isaac Romero,es ESP,FW,24,,"2,156",70.0,63.0,24.0,26,78.0,8,5,27.0,1,0.97,27.0,37.0,-10.0,-0.42,-0.2,Matches,2024-2025,Sevilla FC,31
Kike Salas,es ESP,DF,22,,"2,238",72.0,65.4,24.9,25,87.0,21,6,11.0,5,1.1,27.0,40.0,-13.0,-0.52,-0.52,Matches,2024-2025,Sevilla FC,31
Lucien Agoume,fr FRA,MF,22,,"2,114",60.0,61.8,23.5,24,84.0,14,11,10.0,1,1.09,26.0,39.0,-13.0,-0.55,-0.55,Matches,2024-2025,Sevilla FC,35
Djibril Sow,ch SUI,MF,27,,"2,062",69.0,60.3,22.9,24,81.0,9,6,18.0,1,1.0,22.0,28.0,-6.0,-0.26,0.2,Matches,2024-2025,Sevilla FC,30
Juanlu Sánchez,es ESP,"MF,DF",20,,"1,722",54.0,50.4,19.1,18,81.0,7,14,18.0,4,1.0,24.0,33.0,-9.0,-0.47,-0.26,Matches,2024-2025,Sevilla FC,32
Saúl Ñíguez,es ESP,MF,29,,"1,553",65.0,45.4,17.3,17,80.0,8,7,27.0,2,1.0,14.0,20.0,-6.0,-0.35,-0.01,Matches,2024-2025,Sevilla FC,24
Albert Sambi Lokonga,be BEL,MF,24,,"1,471",67.0,43.0,16.3,16,82.0,8,6,28.0,2,1.18,14.0,21.0,-7.0,-0.43,-0.15,Matches,2024-2025,Sevilla FC,22
Peque,es ESP,"MF,FW",21,,"1,134",44.0,33.2,12.6,14,70.0,1,12,13.0,11,0.96,16.0,17.0,-1.0,-0.08,0.39,Matches,2024-2025,Sevilla FC,26
Chidera Ejuke,ng NGA,"MF,FW",26,,966,39.0,28.2,10.7,9,72.0,2,16,20.0,4,1.04,11.0,12.0,-1.0,-0.09,0.35,Matches,2024-2025,Sevilla FC,25
Ruben Vargas,ch SUI,"MF,FW",25,,671,61.0,19.6,7.5,9,69.0,0,2,23.0,1,1.0,11.0,9.0,2.0,0.27,0.76,Matches,2024-2025,Sevilla FC,11
Álvaro Fernández,es ESP,GK,26,,747,83.0,21.8,8.3,8,90.0,8,1,27.0,29,1.11,10.0,16.0,-6.0,-0.72,-0.49,Matches,2024-2025,Sevilla FC,9
Marcão,br BRA,DF,28,,552,46.0,16.1,6.1,6,85.0,3,6,7.0,22,1.08,6.0,17.0,-11.0,-1.79,-1.73,Matches,2024-2025,Sevilla FC,12
Tanguy Nianzou,fr FRA,DF,22,,518,86.0,15.1,5.8,6,86.0,4,0,,4,1.83,7.0,5.0,2.0,0.35,0.81,Matches,2024-2025,Sevilla FC,6
Kelechi Iheanacho,ng NGA,FW,27,,400,44.0,11.7,4.4,5,59.0,0,4,26.0,10,0.89,2.0,6.0,-4.0,-0.9,-0.63,Matches,2024-2025,Sevilla FC,9
Suso,es ESP,"MF,FW",30,,606,38.0,17.7,6.7,4,86.0,2,12,22.0,14,1.25,10.0,11.0,-1.0,-0.15,0.24,Matches,2024-2025,Sevilla FC,16
Álvaro Pascual,es ESP,FW,22,,408,51.0,11.9,4.5,4,67.0,0,4,35.0,2,0.88,7.0,7.0,0.0,0.0,0.39,Matches,2024-2025,Sevilla FC,8
Jesús Navas,es ESP,"MF,FW",38,,424,28.0,12.4,4.7,3,66.0,0,12,19.0,3,1.47,5.0,6.0,-1.0,-0.21,0.15,Matches,2024-2025,Sevilla FC,15
Valentín Barco,ar ARG,DF,20,,288,41.0,8.4,3.2,3,75.0,1,4,16.0,7,1.86,3.0,4.0,-1.0,-0.31,0.03,Matches,2024-2025,Sevilla FC,7
Stanis Idumbo,be BEL,MF,19,,284,20.0,8.3,3.2,3,50.0,0,11,12.0,22,1.0,7.0,7.0,0.0,0.0,0.37,Matches,2024-2025,Sevilla FC,14
Ramón Martínez,es ESP,DF,21,,261,52.0,7.6,2.9,2,90.0,2,3,27.0,13,1.4,5.0,4.0,1.0,0.34,0.74,Matches,2024-2025,Sevilla FC,5
Lucas Ocampos,ar ARG,"MF,FW",30,,175,88.0,5.1,1.9,2,88.0,1,0,,0,0.5,3.0,3.0,0.0,0.0,0.36,Matches,2024-2025,Sevilla FC,2
Manu Bueno,es ESP,MF,20,,140,16.0,4.1,1.6,1,69.0,0,8,9.0,9,1.0,3.0,3.0,0.0,0.0,0.36,Matches,2024-2025,Sevilla FC,9
Akor Adams,ng NGA,FW,24,,134,34.0,3.9,1.5,1,90.0,1,3,15.0,0,0.25,1.0,3.0,-2.0,-1.34,-1.04,Matches,2024-2025,Sevilla FC,4
Gonzalo Montiel,ar ARG,DF,27,,113,19.0,3.3,1.3,1,85.0,0,5,6.0,11,1.5,2.0,3.0,-1.0,-0.8,-0.47,Matches,2024-2025,Sevilla FC,6
Diego Iturralde,es ESP,MF,21,,37,37.0,1.1,0.4,1,37.0,0,0,,2,0.0,0.0,1.0,-1.0,-2.43,-2.11,Matches,2024-2025,Sevilla FC,1
Leandro Antonetti,pr PUR,FW,21,,28,14.0,0.8,0.3,0,,0,2,14.0,6,2.0,0.0,0.0,0.0,0.0,0.34,Matches,2024-2025,Sevilla FC,2
Israel Domínguez,es ESP,MF,21,,18,18.0,0.5,0.2,0,,0,1,18.0,2,0.0,0.0,0.0,0.0,0.0,0.34,Matches,2024-2025,Sevilla FC,1
Mateo Mejía,es ESP,FW,21,,11,11.0,0.3,0.1,0,,0,1,11.0,3,1.0,1.0,0.0,1.0,8.18,8.55,Matches,2024-2025,Sevilla FC,1
Darío Fuentes,es ESP,DF,21,,5,5.0,0.1,0.1,0,,0,1,5.0,0,3.0,0.0,0.0,0.0,0.0,0.34,Matches,2024-2025,Sevilla FC,1
Matías Árbol,es ESP,GK,21,,,,,,0,,0,0,,10,,,,,,,Matches,2024-2025,Sevilla FC,0
Castrin,es ESP,DF,21,,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,Sevilla FC,0
Pablo Cruz,es ESP,MF,20,,,,,,0,,0,0,,2,,,,,,,Matches,2024-2025,Sevilla FC,0
Lulo Dasilva,es ESP,MF,21,,,,,,0,,0,0,,3,,,,,,,Matches,2024-2025,Sevilla FC,0
Alberto López,es ESP,MF,19,,,,,,0,,0,0,,5,,,,,,,Matches,2024-2025,Sevilla FC,0
Alberto López,es ESP,GK,20,,,,,,0,,0,0,,22,,,,,,,Matches,2024-2025,Sevilla FC,0
Joaquín Martínez Gauna,es ESP,FW,21,,,,,,0,,0,0,,4,,,,,,,Matches,2024-2025,Sevilla FC,0
Pedro Ortiz,es ESP,MF,23,,,,,,0,,0,0,,15,,,,,,,Matches,2024-2025,Sevilla FC,0
Rafa,es ESP,GK,20,,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,Sevilla FC,0
Álex Remiro,es ESP,GK,29,,"3,240",90.0,94.7,36.0,36,90.0,36,0,,2,1.28,35.0,43.0,-8.0,-0.22,1.28,Matches,2024-2025,Real Sociedad,36
Martín Zubimendi,es ESP,MF,25,,"2,962",82.0,86.6,32.9,33,87.0,30,3,32.0,0,1.25,31.0,38.0,-7.0,-0.21,0.57,Matches,2024-2025,Real Sociedad,36
Sergio Gómez,es ESP,MF,23,,"2,738",74.0,80.1,30.4,31,82.0,18,6,34.0,1,1.24,26.0,33.0,-7.0,-0.23,0.3,Matches,2024-2025,Real Sociedad,37
Jon Aramburu,ve VEN,DF,22,,"2,460",70.0,71.9,27.3,28,83.0,19,7,20.0,2,1.31,26.0,35.0,-9.0,-0.33,-0.14,Matches,2024-2025,Real Sociedad,35
Mikel Oyarzabal,es ESP,FW,27,,"2,250",64.0,65.8,25.0,28,74.0,8,7,26.0,2,1.29,24.0,26.0,-2.0,-0.08,0.61,Matches,2024-2025,Real Sociedad,35
Takefusa Kubo,jp JPN,"MF,FW",23,,"2,372",66.0,69.4,26.4,27,79.0,10,9,28.0,1,1.28,26.0,28.0,-2.0,-0.08,0.7,Matches,2024-2025,Real Sociedad,36
Igor Zubeldia,es ESP,DF,27,,"2,269",81.0,66.3,25.2,27,82.0,22,1,45.0,1,1.14,22.0,28.0,-6.0,-0.24,0.15,Matches,2024-2025,Real Sociedad,28
Javi López,es ESP,DF,22,,"1,936",67.0,56.6,21.5,21,80.0,12,8,32.0,7,1.31,22.0,31.0,-9.0,-0.42,-0.3,Matches,2024-2025,Real Sociedad,29
Luka Sučić,hr CRO,MF,21,,"1,792",62.0,52.4,19.9,21,78.0,10,8,20.0,3,1.21,16.0,27.0,-11.0,-0.55,-0.55,Matches,2024-2025,Real Sociedad,29
Nayef Aguerd,ma MAR,DF,28,,"1,760",84.0,51.5,19.6,21,84.0,17,0,,3,1.48,18.0,15.0,3.0,0.15,0.91,Matches,2024-2025,Real Sociedad,21
Brais Méndez,es ESP,"MF,FW",27,,"1,531",57.0,44.8,17.0,19,71.0,4,8,23.0,5,1.3,19.0,16.0,3.0,0.18,0.84,Matches,2024-2025,Real Sociedad,27
Aritz Elustondo,es ESP,DF,30,,"1,457",66.0,42.6,16.2,16,82.0,12,6,25.0,8,1.32,22.0,23.0,-1.0,-0.06,0.4,Matches,2024-2025,Real Sociedad,22
Ander Barrenetxea,es ESP,MF,22,,"1,263",42.0,36.9,14.0,14,58.0,0,16,28.0,3,1.17,15.0,23.0,-8.0,-0.57,-0.44,Matches,2024-2025,Real Sociedad,30
Pablo Marín,es ESP,MF,21,,"1,239",54.0,36.2,13.8,14,79.0,8,9,15.0,11,1.17,12.0,22.0,-10.0,-0.73,-0.69,Matches,2024-2025,Real Sociedad,23
Aihen Muñoz,es ESP,DF,26,,"1,098",52.0,32.1,12.2,13,72.0,6,8,21.0,14,1.1,10.0,13.0,-3.0,-0.25,0.06,Matches,2024-2025,Real Sociedad,21
Sheraldo Becker,sr SUR,"MF,FW",29,,995,45.0,29.1,11.1,11,71.0,2,11,19.0,4,1.0,7.0,11.0,-4.0,-0.36,-0.1,Matches,2024-2025,Real Sociedad,22
Beñat Turrientes,es ESP,MF,22,,942,45.0,27.5,10.5,11,65.0,2,10,23.0,13,1.05,8.0,13.0,-5.0,-0.48,-0.26,Matches,2024-2025,Real Sociedad,21
Orri Steinn Óskarsson,is ISL,FW,19,,944,41.0,27.6,10.5,9,66.0,1,14,25.0,2,1.22,9.0,15.0,-6.0,-0.57,-0.39,Matches,2024-2025,Real Sociedad,23
Jon Pacheco,es ESP,DF,23,,854,61.0,25.0,9.5,9,80.0,7,5,27.0,15,0.86,4.0,13.0,-9.0,-0.95,-0.88,Matches,2024-2025,Real Sociedad,14
Hamari Traoré,ml MLI,DF,32,,700,64.0,20.5,7.8,9,71.0,1,2,29.0,6,1.09,8.0,7.0,1.0,0.13,0.53,Matches,2024-2025,Real Sociedad,11
Olasagasti,es ESP,MF,23,,857,39.0,25.1,9.5,7,66.0,0,15,26.0,16,1.41,12.0,8.0,4.0,0.42,0.95,Matches,2024-2025,Real Sociedad,22
Jon Martin,es ESP,DF,18,,904,70.0,26.4,10.0,6,90.0,6,7,52.0,24,0.69,6.0,19.0,-13.0,-1.29,-1.37,Matches,2024-2025,Real Sociedad,13
Umar Sadiq,ng NGA,FW,27,,227,32.0,6.6,2.5,2,64.0,0,5,20.0,11,1.14,1.0,2.0,-1.0,-0.4,-0.11,Matches,2024-2025,Real Sociedad,7
Unai Marrero,es ESP,GK,22,,180,90.0,5.3,2.0,2,90.0,2,0,,36,0.0,0.0,3.0,-3.0,-1.5,-1.28,Matches,2024-2025,Real Sociedad,2
Arkaitz Mariezkurrena,es ESP,FW,19,,241,27.0,7.0,2.7,1,70.0,0,8,21.0,5,0.78,2.0,4.0,-2.0,-0.75,-0.49,Matches,2024-2025,Real Sociedad,9
Arsen Zakharyan,ru RUS,MF,21,,73,24.0,2.1,0.8,1,45.0,0,2,14.0,4,1.0,2.0,0.0,2.0,2.47,2.82,Matches,2024-2025,Real Sociedad,3
Urko González,es ESP,MF,23,,45,45.0,1.3,0.5,1,45.0,0,0,,9,0.0,0.0,0.0,0.0,0.0,0.29,Matches,2024-2025,Real Sociedad,1
Álvaro Odriozola,es ESP,DF,28,,43,22.0,1.3,0.5,0,,0,2,22.0,17,0.0,0.0,0.0,0.0,0.0,0.29,Matches,2024-2025,Real Sociedad,2
Daniel Díaz,es ESP,FW,18,,10,10.0,0.3,0.1,0,,0,1,10.0,1,3.0,0.0,1.0,-1.0,-9.0,-8.74,Matches,2024-2025,Real Sociedad,1
Luken Beitia,es ESP,DF,20,,8,8.0,0.2,0.1,0,,0,1,8.0,5,3.0,0.0,0.0,0.0,0.0,0.29,Matches,2024-2025,Real Sociedad,1
Jon Magunazelaia,es ESP,MF,23,,7,4.0,0.2,0.1,0,,0,2,4.0,14,3.0,1.0,0.0,1.0,12.86,13.17,Matches,2024-2025,Real Sociedad,2
Egoitz Arana,es ESP,GK,22,,,,,,0,,0,0,,6,,,,,,,Matches,2024-2025,Real Sociedad,0
Jon Balda,es ESP,DF,22,,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,Real Sociedad,0
Aitor Fraga,es ESP,GK,21,,,,,,0,,0,0,,11,,,,,,,Matches,2024-2025,Real Sociedad,0
Mikel Goti,es ESP,MF,22,,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,Real Sociedad,0
Alex Marchal,es ESP,MF,16,,,,,,0,,0,0,,3,,,,,,,Matches,2024-2025,Real Sociedad,0
Iñaki Rupérez,es ESP,DF,21,,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,Real Sociedad,0
Cristhian Mosquera,es ESP,DF,20,,"3,319",90.0,97.0,36.9,37,90.0,36,0,,0,1.24,43.0,47.0,-4.0,-0.11,5.24,Matches,2024-2025,Valencia CF,37
Diego López,es ESP,MF,22,,"2,737",72.0,80.0,30.4,35,76.0,9,3,25.0,0,1.21,40.0,40.0,0.0,0.0,1.32,Matches,2024-2025,Valencia CF,38
Giorgi Mamardashvili,ge GEO,GK,23,,"3,060",90.0,89.5,34.0,34,90.0,34,0,,0,1.29,40.0,48.0,-8.0,-0.24,0.26,Matches,2024-2025,Valencia CF,34
César Tárrega,es ESP,DF,22,,"3,026",89.0,88.5,33.6,34,89.0,33,0,,3,1.24,37.0,45.0,-8.0,-0.24,0.22,Matches,2024-2025,Valencia CF,34
Luis Rioja,es ESP,MF,30,,"2,831",79.0,82.8,31.5,33,83.0,15,3,29.0,0,1.19,37.0,41.0,-4.0,-0.13,0.79,Matches,2024-2025,Valencia CF,36
Javier Guerra,es ESP,MF,21,,"2,581",72.0,75.5,28.7,31,80.0,14,5,17.0,1,1.25,37.0,41.0,-4.0,-0.14,0.5,Matches,2024-2025,Valencia CF,36
Enzo Barrenechea,ar ARG,MF,23,,"2,191",73.0,64.1,24.3,26,81.0,7,4,22.0,2,1.37,28.0,29.0,-1.0,-0.04,0.62,Matches,2024-2025,Valencia CF,30
Dimitri Foulquier,fr FRA,DF,31,,"2,299",72.0,67.2,25.5,25,86.0,20,7,21.0,1,1.22,32.0,40.0,-8.0,-0.31,-0.15,Matches,2024-2025,Valencia CF,32
Hugo Duro,es ESP,FW,24,,"2,166",70.0,63.3,24.1,25,80.0,14,6,27.0,2,1.1,28.0,37.0,-9.0,-0.37,-0.3,Matches,2024-2025,Valencia CF,31
Domingos André Ribeiro Almeida,pt POR,"MF,FW",24,,"1,977",58.0,57.8,22.0,24,73.0,4,10,21.0,2,1.32,27.0,29.0,-2.0,-0.09,0.41,Matches,2024-2025,Valencia CF,34
José Luis Gayà,es ESP,DF,29,,"1,803",78.0,52.7,20.0,22,81.0,13,1,25.0,1,1.48,28.0,26.0,2.0,0.1,0.77,Matches,2024-2025,Valencia CF,23
José Luis García Vayá,es ESP,MF,25,,"1,742",51.0,50.9,19.4,18,83.0,12,16,15.0,1,1.24,19.0,31.0,-12.0,-0.62,-0.73,Matches,2024-2025,Valencia CF,34
Jesus Vazquez,es ESP,DF,21,,919,48.0,26.9,10.2,10,76.0,5,9,17.0,16,1.05,10.0,16.0,-6.0,-0.59,-0.44,Matches,2024-2025,Valencia CF,19
Yarek Gasiorowski,es ESP,DF,19,,947,63.0,27.7,10.5,9,88.0,5,6,26.0,23,0.93,11.0,22.0,-11.0,-1.05,-1.08,Matches,2024-2025,Valencia CF,15
Umar Sadiq,ng NGA,FW,27,,825,52.0,24.1,9.2,9,71.0,2,7,26.0,2,1.69,13.0,13.0,0.0,0.0,0.35,Matches,2024-2025,Valencia CF,16
Thierry Correia,pt POR,DF,25,,768,70.0,22.5,8.5,9,79.0,4,2,28.0,0,0.64,7.0,13.0,-6.0,-0.7,-0.57,Matches,2024-2025,Valencia CF,11
Mouctar Diakhaby,gn GUI,DF,27,,653,50.0,19.1,7.3,7,83.0,4,6,12.0,5,2.0,9.0,7.0,2.0,0.28,0.67,Matches,2024-2025,Valencia CF,13
Rafa Mir,es ESP,"FW,MF",27,,753,38.0,22.0,8.4,5,74.0,0,15,25.0,3,1.1,10.0,9.0,1.0,0.12,0.49,Matches,2024-2025,Valencia CF,20
Dani Gómez,es ESP,FW,26,,532,38.0,15.6,5.9,5,81.0,1,9,14.0,7,0.71,5.0,9.0,-4.0,-0.68,-0.49,Matches,2024-2025,Valencia CF,14
Francisco Perez,es ESP,MF,21,,570,22.0,16.7,6.3,4,53.0,0,22,16.0,5,1.54,5.0,9.0,-4.0,-0.63,-0.44,Matches,2024-2025,Valencia CF,26
Hugo Guillamón,es ESP,MF,24,,364,30.0,10.6,4.0,4,70.0,1,8,11.0,26,1.25,2.0,7.0,-5.0,-1.24,-1.09,Matches,2024-2025,Valencia CF,12
Stole Dimitrievski,mk MKD,GK,30,,360,90.0,10.5,4.0,4,90.0,4,0,,34,0.5,4.0,6.0,-2.0,-0.5,-0.26,Matches,2024-2025,Valencia CF,4
Sergi Canós,es ESP,MF,27,,370,22.0,10.8,4.1,2,58.0,0,15,17.0,17,0.94,4.0,9.0,-5.0,-1.22,-1.07,Matches,2024-2025,Valencia CF,17
Ivan Jaime Pajuelo,es ESP,MF,23,,297,33.0,8.7,3.3,2,60.0,0,7,25.0,1,1.33,4.0,7.0,-3.0,-0.91,-0.71,Matches,2024-2025,Valencia CF,9
Germán Valera,es ESP,MF,22,,148,19.0,4.3,1.6,1,59.0,0,7,13.0,8,1.0,0.0,4.0,-4.0,-2.43,-2.27,Matches,2024-2025,Valencia CF,8
Max Aarons,eng ENG,DF,24,,120,30.0,3.5,1.3,1,73.0,0,3,16.0,14,0.75,1.0,3.0,-2.0,-1.5,-1.28,Matches,2024-2025,Valencia CF,4
Maximiliano Caufriez,be BEL,DF,27,,90,90.0,2.6,1.0,1,90.0,1,0,,10,1.0,1.0,1.0,0.0,0.0,0.27,Matches,2024-2025,Valencia CF,1
Rodrigo Abajas,es ESP,DF,21,,65,65.0,1.9,0.7,1,65.0,0,0,,8,0.0,1.0,2.0,-1.0,-1.38,-1.14,Matches,2024-2025,Valencia CF,1
Martín Tejón,es ESP,MF,20,,49,12.0,1.4,0.5,0,,0,4,12.0,7,0.0,0.0,1.0,-1.0,-1.84,-1.6,Matches,2024-2025,Valencia CF,4
Iker Córdoba,es ESP,DF,18,,15,8.0,0.4,0.2,0,,0,2,8.0,10,0.5,0.0,0.0,0.0,0.0,0.26,Matches,2024-2025,Valencia CF,2
David Otorbi,es ESP,FW,16,,14,14.0,0.4,0.2,0,,0,1,14.0,1,0.0,0.0,0.0,0.0,0.0,0.26,Matches,2024-2025,Valencia CF,1
Alberto Marí,es ESP,FW,23,,7,7.0,0.2,0.1,0,,0,1,7.0,2,0.0,0.0,0.0,0.0,0.0,0.26,Matches,2024-2025,Valencia CF,1
Vicent Abril,es ESP,GK,19,,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,Valencia CF,0
Pedro Alemañ,es ESP,MF,22,,,,,,0,,0,0,,3,,,,,,,Matches,2024-2025,Valencia CF,0
Hamza Bellari,es ESP,FW,21,,,,,,0,,0,0,,3,,,,,,,Matches,2024-2025,Valencia CF,0
Jaume Doménech,es ESP,GK,33,,,,,,0,,0,0,,23,,,,,,,Matches,2024-2025,Valencia CF,0
Raúl Jiménez,es ESP,GK,18,,,,,,0,,0,0,,4,,,,,,,Matches,2024-2025,Valencia CF,0
Ruben Lendinez,es ESP,DF,21,,,,,,0,,0,0,,9,,,,,,,Matches,2024-2025,Valencia CF,0
Warren Madrigal,cr CRC,FW,20,,,,,,0,,0,0,,6,,,,,,,Matches,2024-2025,Valencia CF,0
Lucas Núñez,es ESP,MF,18,,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,Valencia CF,0
Cenk Özkacar,tr TUR,DF,23,,,,,,0,,0,0,,2,,,,,,,Matches,2024-2025,Valencia CF,0
Karl Jakob Hein,ee EST,GK,22,,"2,790",90.0,81.6,31.0,31,90.0,31,0,,2,0.52,18.0,68.0,-50.0,-1.61,0.39,Matches,2024-2025,Real Valladolid,31
Luis Pérez,es ESP,DF,29,,"2,558",85.0,74.8,28.4,28,89.0,27,2,39.0,4,0.53,20.0,65.0,-45.0,-1.58,0.4,Matches,2024-2025,Real Valladolid,30
Raúl Moro,es ESP,"MF,FW",21,,"2,341",71.0,68.5,26.0,26,81.0,15,7,34.0,0,0.48,20.0,53.0,-33.0,-1.27,1.32,Matches,2024-2025,Real Valladolid,33
